step,SARSA,Q_learning,double_Q_learning,QV_learning
0,88.9,74.2,-18.8,-34.60,0,0,0,0
1,-12660.7,-635,-1088,99.61,0,0,0,0
2,-730.4,-269.2,-630.2,-139.22,0,0,0,0
3,42.1,-180.2,33.6,1003,0,0,0,0
4,66.6,5,-367.6,-144.44,0,0,0,0
5,41.1,-194.8,62.2,-17.45,0,0,0,0
6,19.7,-64,-205.2,94.66,0,0,0,0
7,81.4,-127.8,35.6,-186.67,0,0,0,0
8,25.8,-20.2,92.4,97.88,0,0,0,0
9,-261.1,4.8,-53.6,85.49,0,0,0,0
10,39.2,-28,94.6,85.410,0,0,0,0
11,-1161.1,25.2,-439.4,-6.411,0,0,0,0
12,79.1,72,-76.2,9812,0,0,0,0
13,-97.9,-73.4,-272.4,7.213,0,0,0,0
14,-1296.8,91.2,-293.4,5.614,0,0,0,0
15,-71.1,99.2,39.8,96.815,0,0,0,0
16,8.7,-25.2,91.2,24.616,0,0,0,0
17,97.3,38,87.2,97.617,0,0,0,0
18,-162.9,-39.8,95.8,82.218,0,0,0,0
19,60.3,11.4,-56.6,98.219,0,0,0,0
20,-78.4,36,90,-3220,0,0,0,0
21,90.6,-57.8,-130.8,91.621,0,0,0,0
22,97.8,42.8,28.6,97.222,0,0,0,0
23,86.1,96.6,90.8,65.423,0,0,0,0
24,-12.1,78,-39.8,6.824,0,0,0,0
25,-228.6,-7.8,-67.2,75.425,0,0,0,0
26,63.1,84.8,84.8,60.826,0,0,0,0
27,-883.3,89.4,99,9.427,0,0,0,0
28,44.7,-27,90.2,83.828,0,0,0,0
29,53.1,63.6,88,96.829,0,0,0,0
30,-20.9,15.6,90.8,99.230,0,0,0,0
31,59.1,95.4,79.6,9831,0,0,0,0
32,54.7,79.4,79.4,91.832,0,0,0,0
33,68.9,81.6,87.4,70.633,0,0,0,0
34,47.9,23.4,98.4,98.634,0,0,0,0
35,46.4,99.4,-136.6,9935,0,0,0,0
36,56.2,94.4,72,75.636,0,0,0,0
37,17.3,0.4,68.4,5737,0,0,0,0
38,29.7,100,88.8,98.238,0,0,0,0
39,69.3,90.6,95.6,98.439,0,0,0,0
40,70,98.8,39.8,98.240,0,0,0,0
41,56.9,99.8,88.8,93.841,0,0,0,0
42,12.1,18.2,67,56.842,0,0,0,0
43,33.5,53.6,98.8,95.443,0,0,0,0
44,81.9,94.6,99.8,97.844,0,0,0,0
45,100,-47.2,84.8,9945,0,0,0,0
46,87,97.4,98.2,75.846,0,0,0,0
47,99.3,98.6,-29.4,19.847,0,0,0,0
48,78,55,95.6,97.848,0,0,0,0
49,44.6,82.2,-11.4,9849,0,0,0,0
50,-223.8,90.8,98.2,91.850,0,0,0,0
51,23.3,98.6,99.4,97.651,0,0,0,0
52,87.6,-9,79.4,10052,0,0,0,0
53,0.3,99.2,83.6,82.853,0,0,0,0
54,7.3,98.4,-144.2,42.854,0,0,0,0
55,73.4,95,34.6,97.455,0,0,0,0
56,-194.2,98.6,-28.8,98.456,0,0,0,0
57,69.8,99.4,76.6,9257,0,0,0,0
58,66,61,33.4,13.258,0,0,0,0
59,40,97.2,-44.6,96.659,0,0,0,0
60,-243.3,98.6,95.4,97.460,0,0,0,0
61,71.3,98.8,99.8,98.261,0,0,0,0
62,91,94.8,89,97.262,0,0,0,0
63,86.8,96.4,84.4,9863,0,0,0,0
64,91.3,-26.8,64.2,98.464,0,0,0,0
65,92.5,97.4,62,97.465,0,0,0,0
66,43.8,98.6,61.8,9366,0,0,0,0
67,94.3,72.6,94.4,34.267,0,0,0,0
68,76.4,10.4,-184,99.468,0,0,0,0
69,1.1,89.8,80.8,97.469,0,0,0,0
70,87.2,69.4,93,97.270,0,0,0,0
71,80.9,91,18.4,98.671,0,0,0,0
72,99.3,97,99.4,95.672,0,0,0,0
73,79.4,40.6,-211,98.473,0,0,0,0
74,50.8,80.8,97.8,76.674,0,0,0,0
75,-44.1,98.8,-30.6,97.875,0,0,0,0
76,61.5,98.2,46.6,90.876,0,0,0,0
77,82.5,37.8,98.6,9877,0,0,0,0
78,29.1,98.4,49.8,96.678,0,0,0,0
79,37.9,98.2,99.8,97.879,0,0,0,0
80,23.6,87.2,99.2,5980,0,0,0,0
81,-26,98.8,93.4,97.681,0,0,0,0
82,-55.8,95.6,93,9782,0,0,0,0
83,-34.9,93,28.4,60.483,0,0,0,0
84,71.2,98.4,96.8,97.884,0,0,0,0
85,70.6,66.4,-44,88.485,0,0,0,0
86,-6.3,53,89.8,90.886,0,0,0,0
87,61.9,14.2,98.4,97.687,0,0,0,0
88,94.5,92.8,99,98.688,0,0,0,0
89,-418.2,34.8,90.6,98.489,0,0,0,0
90,100,91.2,93,96.490,0,0,0,0
